"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicyDisplayName";"PolicyDefinitionName";"PolicyDefinitionId";"PolicyVersion";"PolicyEffect";"PolicyCategory";"UniqueAssignmentsCount";"UsedInPolicySetsCount";"UsedInPolicySet4CSV";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicyName"
"BuiltIn";;;;"[Preview]: Configure supported Linux virtual machines to automatically install the Guest Attestation extension";"6074e9a3-c711-4856-976d-24d51f9e065b";"/providers/microsoft.authorization/policydefinitions/6074e9a3-c711-4856-976d-24d51f9e065b";"7.1.0-preview";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Show audit results from Windows VMs configurations in 'System Audit Policies - Object Access'";"60aeaf73-a074-417a-905f-7ce9df0ff77b";"/providers/microsoft.authorization/policydefinitions/60aeaf73-a074-417a-905f-7ce9df0ff77b";"3.0.0-deprecated";"Fixed: auditIfNotExists";"Guest Configuration";"0";"1";"[Deprecated]: Audit Windows VMs that do not match Azure compute security baseline settings (/providers/microsoft.authorization/policysetdefinitions/d618d658-b2d0-410e-9e2e-bfbfd04d09fa)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Storage Accounts should use a virtual network service endpoint";"60d21c4f-21a3-4d94-85f4-b924e6aeeda4";"/providers/microsoft.authorization/policydefinitions/60d21c4f-21a3-4d94-85f4-b924e6aeeda4";"1.0.0";"Default: Audit; Allowed: Audit,Disabled";"Network";"0";"1";"[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Separate duties of individuals";"60ee1260-97f0-61bb-8155-5d8b75743655";"/providers/microsoft.authorization/policydefinitions/60ee1260-97f0-61bb-8155-5d8b75743655";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Show audit results from Windows web servers that are not using secure communication protocols";"60ffe3e2-4604-4460-8f22-0f1da058266c";"/providers/microsoft.authorization/policydefinitions/60ffe3e2-4604-4460-8f22-0f1da058266c";"3.0.0-deprecated";"Fixed: auditIfNotExists";"Guest Configuration";"0";"1";"[Deprecated]: Audit Windows web servers that are not using secure communication protocols (/providers/microsoft.authorization/policysetdefinitions/8bc55e6b-e9d5-4266-8dac-f688d151ec9c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Employ independent team for penetration testing";"611ebc63-8600-50b6-a0e3-fef272457132";"/providers/microsoft.authorization/policydefinitions/611ebc63-8600-50b6-a0e3-fef272457132";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Restrict media use";"6122970b-8d4a-7811-0278-4c6c68f61e4f";"/providers/microsoft.authorization/policydefinitions/6122970b-8d4a-7811-0278-4c6c68f61e4f";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"1";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Deploy Advanced Data Security on SQL servers";"6134c3db-786f-471e-87bc-8f479dc890f6";"/providers/microsoft.authorization/policydefinitions/6134c3db-786f-471e-87bc-8f479dc890f6";"1.3.0";"Fixed: DeployIfNotExists";"SQL";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure private endpoints for App Configuration";"614ffa75-862c-456e-ad8b-eaa1b0844b07";"/providers/microsoft.authorization/policydefinitions/614ffa75-862c-456e-ad8b-eaa1b0844b07";"1.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"App Configuration";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Configure backup for blobs on storage accounts with a given tag to an existing backup vault in the same region";"615b01c4-d565-4f6f-8c6e-d130268e3a1a";"/providers/microsoft.authorization/policydefinitions/615b01c4-d565-4f6f-8c6e-d130268e3a1a";"2.0.0-preview";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Backup";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Bot Service endpoint should be a valid HTTPS URI";"6164527b-e1ee-4882-8673-572f425f5e0a";"/providers/microsoft.authorization/policydefinitions/6164527b-e1ee-4882-8673-572f425f5e0a";"1.1.0";"Default: Audit; Allowed: audit,Audit,deny,Deny,disabled,Disabled";"Bot Service";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign";"617c02be-7f02-4efd-8836-3180d47b6c68";"/providers/microsoft.authorization/policydefinitions/617c02be-7f02-4efd-8836-3180d47b6c68";"1.1.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Service Fabric";"0";"15";"[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92), [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Add or replace a tag on subscriptions";"61a4d60b-7326-440e-8051-9f94394d4dd1";"/providers/microsoft.authorization/policydefinitions/61a4d60b-7326-440e-8051-9f94394d4dd1";"1.0.0";"Fixed: modify";"Tags";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Show audit results from Windows VMs configurations in 'Security Options - System objects'";"620e58b5-ac75-49b4-993f-a9d4f0459636";"/providers/microsoft.authorization/policydefinitions/620e58b5-ac75-49b4-993f-a9d4f0459636";"3.0.0-deprecated";"Fixed: auditIfNotExists";"Guest Configuration";"0";"1";"[Deprecated]: Audit Windows VMs that do not match Azure compute security baseline settings (/providers/microsoft.authorization/policysetdefinitions/d618d658-b2d0-410e-9e2e-bfbfd04d09fa)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Notify personnel upon sanctions";"6228396e-2ace-7ca5-3247-45767dbf52f4";"/providers/microsoft.authorization/policydefinitions/6228396e-2ace-7ca5-3247-45767dbf52f4";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Define information system account types";"623b5f0a-8cbd-03a6-4892-201d27302f0c";"/providers/microsoft.authorization/policydefinitions/623b5f0a-8cbd-03a6-4892-201d27302f0c";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Audit Windows machines on which the Log Analytics agent is not connected as expected";"6265018c-d7e2-432f-a75d-094d5f6f4465";"/providers/microsoft.authorization/policydefinitions/6265018c-d7e2-432f-a75d-094d5f6f4465";"1.0.0";"Fixed: auditIfNotExists";"Guest Configuration";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Modify Azure SignalR Service resources to disable public network access";"62a3ae95-8169-403e-a2d2-b82141448092";"/providers/microsoft.authorization/policydefinitions/62a3ae95-8169-403e-a2d2-b82141448092";"1.1.0";"Default: Modify; Allowed: Disabled,Modify";"SignalR";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Explicitly notify use of collaborative computing devices";"62fa14f0-4cbe-762d-5469-0899a99b98aa";"/providers/microsoft.authorization/policydefinitions/62fa14f0-4cbe-762d-5469-0899a99b98aa";"1.1.1";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"1";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Cognitive Search services should have local authentication methods disabled";"6300012e-e9a4-4649-b41f-a85f5c43be91";"/providers/microsoft.authorization/policydefinitions/6300012e-e9a4-4649-b41f-a85f5c43be91";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Search";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Audit Windows machines network connectivity";"630ac30f-a234-4533-ac2d-e0df77acda51";"/providers/microsoft.authorization/policydefinitions/630ac30f-a234-4533-ac2d-e0df77acda51";"1.0.0";"Fixed: auditIfNotExists";"Guest Configuration";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Authentication to Linux machines should require SSH keys";"630c64f9-8b6b-4c64-b511-6544ceff6fd6";"/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6";"2.2.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Guest Configuration";"0";"3";"[Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: App Services should disable public network access";"63a0ac64-5d5f-4569-8a3d-df67cc1ce9d7";"/providers/microsoft.authorization/policydefinitions/63a0ac64-5d5f-4569-8a3d-df67cc1ce9d7";"1.0.0-deprecated";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"App Service";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Manage gateways";"63f63e71-6c3f-9add-4c43-64de23e554a7";"/providers/microsoft.authorization/policydefinitions/63f63e71-6c3f-9add-4c43-64de23e554a7";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Health Data Services workspace should use private link";"64528841-2f92-43f6-a137-d52e5c3dbeac";"/providers/microsoft.authorization/policydefinitions/64528841-2f92-43f6-a137-d52e5c3dbeac";"1.0.0";"Default: Audit; Allowed: Audit,Disabled";"Health Data Services workspace";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Deploy prerequisites to audit Windows VMs configurations in 'Security Options - Devices'";"6481cc21-ed6e-4480-99dd-ea7c5222e897";"/providers/microsoft.authorization/policydefinitions/6481cc21-ed6e-4480-99dd-ea7c5222e897";"3.0.0-deprecated";"Fixed: deployIfNotExists";"Guest Configuration";"0";"1";"[Deprecated]: Audit Windows VMs that do not match Azure compute security baseline settings (/providers/microsoft.authorization/policysetdefinitions/d618d658-b2d0-410e-9e2e-bfbfd04d09fa)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure HDInsight clusters should use customer-managed keys to encrypt data at rest";"64d314f6-6062-4780-a861-c23e8951bee5";"/providers/microsoft.authorization/policydefinitions/64d314f6-6062-4780-a861-c23e8951bee5";"1.0.1";"Default: Audit; Allowed: Audit,Deny,Disabled";"HDInsight";"0";"8";"[Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Azure Kubernetes Service clusters to enable Defender profile";"64def556-fbad-4622-930e-72d1d5589bf5";"/providers/microsoft.authorization/policydefinitions/64def556-fbad-4622-930e-72d1d5589bf5";"4.0.4";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Kubernetes";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Kubernetes cluster should not use naked pods";"65280eef-c8b4-425e-9aec-af55e55bf581";"/providers/microsoft.authorization/policydefinitions/65280eef-c8b4-425e-9aec-af55e55bf581";"3.1.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Kubernetes";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Audit missing blob encryption for storage accounts";"655cb504-bcee-4362-bd4c-402e6aa38759";"/providers/microsoft.authorization/policydefinitions/655cb504-bcee-4362-bd4c-402e6aa38759";"1.0.0-deprecated";"Default: Audit; Allowed: Audit,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Update rules of behavior and access agreements";"6610f662-37e9-2f71-65be-502bdc2f554d";"/providers/microsoft.authorization/policydefinitions/6610f662-37e9-2f71-65be-502bdc2f554d";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review audit data";"6625638f-3ba1-7404-5983-0ea33d719d34";"/providers/microsoft.authorization/policydefinitions/6625638f-3ba1-7404-5983-0ea33d719d34";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Audit IP restrictions configuration for a Function App";"664346d9-be92-43fb-a219-d595eeb76a90";"/providers/microsoft.authorization/policydefinitions/664346d9-be92-43fb-a219-d595eeb76a90";"1.0.0-deprecated";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Service principals should be used to protect your subscriptions instead of management certificates";"6646a0bd-e110-40ca-bb97-84fcee63c414";"/providers/microsoft.authorization/policydefinitions/6646a0bd-e110-40ca-bb97-84fcee63c414";"1.0.0-deprecated";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Prevent split tunneling for remote devices";"66e5cb69-9f1c-8b8d-8fbd-b832466d5aa8";"/providers/microsoft.authorization/policydefinitions/66e5cb69-9f1c-8b8d-8fbd-b832466d5aa8";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"1";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Cognitive Services accounts should enable data encryption with a customer-managed key";"67121cc7-ff39-4ab8-b7e3-95b84dab487d";"/providers/microsoft.authorization/policydefinitions/67121cc7-ff39-4ab8-b7e3-95b84dab487d";"2.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Cognitive Services";"0";"12";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Guest Attestation extension should be installed on supported Linux virtual machines";"672fe5a1-2fcd-42d7-b85d-902b6e28c6ff";"/providers/microsoft.authorization/policydefinitions/672fe5a1-2fcd-42d7-b85d-902b6e28c6ff";"6.0.0-preview";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"1";"Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Require developers to provide training";"676c3c35-3c36-612c-9523-36d266a65000";"/providers/microsoft.authorization/policydefinitions/676c3c35-3c36-612c-9523-36d266a65000";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Conduct Risk Assessment";"677e1da4-00c3-287a-563d-f4a1cf9b99a0";"/providers/microsoft.authorization/policydefinitions/677e1da4-00c3-287a-563d-f4a1cf9b99a0";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Prohibit remote activation of collaborative computing devices";"678ca228-042d-6d8e-a598-c58d5670437d";"/providers/microsoft.authorization/policydefinitions/678ca228-042d-6d8e-a598-c58d5670437d";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"1";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Machine Learning Compute Instance should have idle shutdown.";"679ddf89-ab8f-48a5-9029-e76054077449";"/providers/microsoft.authorization/policydefinitions/679ddf89-ab8f-48a5-9029-e76054077449";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Machine Learning";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Determine supplier contract obligations";"67ada943-8539-083d-35d0-7af648974125";"/providers/microsoft.authorization/policydefinitions/67ada943-8539-083d-35d0-7af648974125";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Windows machines should meet requirements for 'Administrative Templates - Network'";"67e010c1-640d-438e-a3a5-feaccb533a98";"/providers/microsoft.authorization/policydefinitions/67e010c1-640d-438e-a3a5-feaccb533a98";"2.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Guest Configuration";"0";"1";"[Preview]: Windows machines should meet requirements for the Azure compute security baseline (/providers/microsoft.authorization/policysetdefinitions/be7a78aa-3e10-4153-a5fd-8c6506dbc821)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Data Factory linked service resource type should be in allow list";"6809a3d0-d354-42fb-b955-783d207c62a8";"/providers/microsoft.authorization/policydefinitions/6809a3d0-d354-42fb-b955-783d207c62a8";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Data Factory";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Deploy prerequisites to audit Windows VMs on which the Log Analytics agent is not connected as expected";"68511db2-bd02-41c4-ae6b-1900a012968a";"/providers/microsoft.authorization/policydefinitions/68511db2-bd02-41c4-ae6b-1900a012968a";"3.0.0-deprecated";"Fixed: deployIfNotExists";"Guest Configuration";"0";"2";"[Deprecated]: Audit Windows VMs on which the Log Analytics agent is not connected as expected (/providers/microsoft.authorization/policysetdefinitions/06c5e415-a662-463a-bb85-ede14286b979), [Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92)";;;;;"False";"";"";"";""
"BuiltIn";;;;"App Service apps should use private link";"687aa49d-0982-40f8-bf6b-66d1da97a04b";"/providers/microsoft.authorization/policydefinitions/687aa49d-0982-40f8-bf6b-66d1da97a04b";"1.0.1";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"App Service";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Establish voip usage restrictions";"68a39c2b-0f17-69ee-37a3-aa10f9853a08";"/providers/microsoft.authorization/policydefinitions/68a39c2b-0f17-69ee-37a3-aa10f9853a08";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enforce software execution privileges";"68d2e478-3b19-23eb-1357-31b296547457";"/providers/microsoft.authorization/policydefinitions/68d2e478-3b19-23eb-1357-31b296547457";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Log Analytics extension on Azure Arc enabled Windows servers";"69af7d4a-7b18-4044-93a9-2651498ef203";"/providers/microsoft.authorization/policydefinitions/69af7d4a-7b18-4044-93a9-2651498ef203";"2.1.1";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Legacy - Enable Azure Monitor for VMs (/providers/microsoft.authorization/policysetdefinitions/55f3eceb-5573-4f18-9695-226972c6d74a)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Audit Windows machines that have the specified members in the Administrators group";"69bf4abd-ca1e-4cf6-8b5a-762d42e61d4f";"/providers/microsoft.authorization/policydefinitions/69bf4abd-ca1e-4cf6-8b5a-762d42e61d4f";"1.0.0";"Fixed: auditIfNotExists";"Guest Configuration";"0";"2";"IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Identify spilled information";"69d90ee6-9f9f-262a-2038-d909fb4e5723";"/providers/microsoft.authorization/policydefinitions/69d90ee6-9f9f-262a-2038-d909fb4e5723";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Analyse data obtained from continuous monitoring";"6a379d74-903b-244a-4c44-838728bea6b0";"/providers/microsoft.authorization/policydefinitions/6a379d74-903b-244a-4c44-838728bea6b0";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"0";"";;;;;"False";"";"";"";""
